user_genome	Domain	phylum	class	order	family	genus	species
AtH2023_SRR17241490_MAG22	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp900766785
AtH2023_SRR17241490_MAG23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	SFTJ01	SFTJ01 sp004563195
AtH2023_SRR17241490_MAG24	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UMGS973	UMGS973 sp016293805
AtH2023_SRR17241490_MAG25	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000433635
AtH2023_SRR17241490_MAG26	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004556005
AtH2023_SRR17241490_MAG27	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp000435055
AtH2023_SRR17241490_MAG28	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	CAG-95 sp018384375
AtH2023_SRR17241490_MAG29	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
AtH2023_SRR17241490_MAG30	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp004561775
AtH2023_SRR17241490_MAG31	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Ellagibacter	Ellagibacter isourolithinifaciens
AtH2023_SRR17241490_MAG32	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900549895
AtH2023_SRR17241490_MAG33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004552965
AtH2023_SRR17241490_MAG34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000432655
AtH2023_SRR17241490_MAG35	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	CAG-95 sp017622575
AtH2023_SRR17241490_MAG36	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp004551945
AtH2023_SRR17241490_MAG37	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2882	UBA2882 sp017626095
AtH2023_SRR17241490_MAG38	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp945869305
AtH2023_SRR17241490_MAG39	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_SRR17241490_MAG40	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000434935
AtH2023_SRR17241499_MAG01	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	SFEL01	SFEL01 sp004557245
AtH2023_SRR17241499_MAG02	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
AtH2023_SRR17241499_MAG03	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	W3P20-009	W3P20-009	W3P20-009 sp900766825
AtH2023_SRR17241499_MAG04	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-302	CAG-302 sp001916775
AtH2023_SRR17241499_MAG05	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A intestinisimiae
AtH2023_SRR17241499_MAG06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp016302585
AtH2023_SRR17241499_MAG07	Bacteria	Eremiobacterota	Xenobia	Xenobiales	Xenobiaceae	Bruticola	Bruticola sp004554425
AtH2023_SRR17241499_MAG08	Bacteria	Myxococcota	Bradymonadia	UBA4248	UBA4248	UBA4248	UBA4248 sp004554395
AtH2023_SRR17241499_MAG09	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp016293365
AtH2023_SRR17241499_MAG10	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636 sp900546285
AtH2023_SRR17241499_MAG11	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	SFTH01	SFTH01 sp004557125
AtH2023_SRR17241499_MAG12	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	SFHK01	SFHK01 sp004556395
AtH2023_SRR17241499_MAG13	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_SRR17241499_MAG14	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900545545
AtH2023_SRR17241499_MAG15	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	VUNA01	VUNA01 sp002299625
AtH2023_SRR17241499_MAG16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295
AtH2023_SRR17241499_MAG17	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	SFMI01	SFMI01 sp004556155
AtH2023_SRR17241499_MAG18	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium mitsuokai
AtH2023_SRR17241499_MAG19	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus	Limivicinus sp900549645
AtH2023_SRR17241499_MAG20	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	
AtH2023_SRR17241499_MAG21	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	Onthomorpha	Onthomorpha sp004551865
AtH2023_SRR17241499_MAG22	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004552965
AtH2023_SRR17241499_MAG23	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	Lentihominibacter sp022773945
AtH2023_SRR17241499_MAG24	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio slackiae
AtH2023_SRR17241499_MAG25	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp004561545
AtH2023_SRR17241499_MAG26	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Fimisoma	Fimisoma sp002320005
AtH2023_SRR17241499_MAG27	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp004555655
AtH2023_SRR17241499_MAG28	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_T	Eubacterium_T pyruvativorans
AtH2023_SRR17241499_MAG29	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	Phil1	Phil1 sp004558525
AtH2023_SRR17241499_MAG30	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	Phil1	Phil1 sp001940855
AtH2023_SRR17241499_MAG31	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546445
AtH2023_SRR17241499_MAG32	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp004551945
AtH2023_SRR17241499_MAG33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp004553485
AtH2023_SRR17241499_MAG34	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus	Limivicinus sp003150355
AtH2023_SRR17241499_MAG35	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	CAG-1024	CAG-1024 sp000432015
AtH2023_SRR17241499_MAG36	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546925
AtH2023_SRR17241499_MAG37	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	Lentihominibacter sp022775805
AtH2023_SRR17241499_MAG38	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000434935
AtH2023_SRR17241499_MAG39	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505
AtH2023_SRR17241499_MAG40	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016293645
AtH2023_SRR17241499_MAG41	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella faecis
AtH2023_SRR17241499_MAG42	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016293915
AtH2023_SRR17241499_MAG43	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	CAKVON01	CAKVON01 sp934792625
AtH2023_SRR17241499_MAG44	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	W1P20-047	W1P20-047 sp004555335
AtH2023_SRR17241499_MAG45	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	RUG472	RUG472 sp900545265
AtH2023_SRR17241499_MAG46	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
AtH2023_SRR17241499_MAG47	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	UBA4644	
AtH2023_SRR17241499_MAG48	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp004557645
AtH2023_SRR17241499_MAG49	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii
AtH2023_SRR17241499_MAG50	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia suis
AtH2023_SRR17241499_MAG51	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Onthomonas	Onthomonas sp900758315
AtH2023_SRR17241501_MAG01	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp000435055
AtH2023_SRR17241501_MAG02	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	RUG708	
AtH2023_SRR17241501_MAG03	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp004556755
AtH2023_SRR17241501_MAG04	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA1712	UBA1712 sp900766815
AtH2023_SRR17241501_MAG05	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900542355
AtH2023_SRR17241501_MAG06	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp016293365
AtH2023_SRR17241501_MAG07	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp002299975
AtH2023_SRR17241501_MAG08	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	CAG-791 sp000431495
AtH2023_SRR17241501_MAG09	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_SRR17241501_MAG10	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A porcorum
AtH2023_SRR17241501_MAG11	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_SRR17241501_MAG12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp900766785
AtH2023_SRR17241501_MAG13	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004559845
AtH2023_SRR17241501_MAG14	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
AtH2023_SRR17241501_MAG15	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp022769665
AtH2023_SRR17241501_MAG16	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A sp945872165
AtH2023_SRR17241501_MAG17	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp900317525
AtH2023_SRR17241501_MAG18	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
AtH2023_SRR17241501_MAG19	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1417	UBA1417 sp003531055
AtH2023_SRR17241501_MAG20	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004555425
AtH2023_SRR17241501_MAG21	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	SFMI01	SFMI01 sp004556155
AtH2023_SRR17241501_MAG22	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp004551945
AtH2023_SRR17241501_MAG23	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia intestinalis
AtH2023_SRR17241501_MAG24	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	Phil1	Phil1 sp004558525
AtH2023_SRR17241501_MAG25	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436915
AtH2023_SRR17241501_MAG26	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546925
AtH2023_SRR17241501_MAG27	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	RGIG2206	
AtH2023_SRR17241501_MAG28	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp945873955
AtH2023_SRR17241501_MAG29	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Pararoseburia	Pararoseburia sp022768745
AtH2023_SRR17241501_MAG30	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp900769985
AtH2023_SRR17241501_MAG31	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri
AtH2023_SRR17241501_MAG32	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2882	
AtH2023_SRR17241508_MAG01	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp002299975
AtH2023_SRR17241508_MAG02	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A intestinisimiae
AtH2023_SRR17241508_MAG03	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii
AtH2023_SRR17241508_MAG04	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016293005
AtH2023_SRR17241508_MAG05	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA1712	UBA1712 sp900766815
AtH2023_SRR17241508_MAG06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900543975
AtH2023_SRR17241508_MAG07	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp004551945
AtH2023_SRR17241508_MAG08	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	
AtH2023_SRR17241508_MAG09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295
AtH2023_SRR17241508_MAG10	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp004556755
AtH2023_SRR17241508_MAG11	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	RGIG4034	RGIG4034 sp016293925
AtH2023_SRR17241508_MAG12	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A porcorum
AtH2023_SRR17241508_MAG13	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900542355
AtH2023_SRR17241508_MAG14	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp000434615
AtH2023_SRR17241508_MAG15	Bacteria	Verrucomicrobiota	Kiritimatiellia	RFP12	UBA1067	UBA1067	UBA1067 sp016303225
AtH2023_SRR17241508_MAG16	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp016292785
AtH2023_SRR17241508_MAG17	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp022777585
AtH2023_SRR17241508_MAG18	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp900769985
AtH2023_SRR17241508_MAG19	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp022769665
AtH2023_SRR17241508_MAG20	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
AtH2023_SRR17241508_MAG21	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Hallerella	Hallerella intestinalis
AtH2023_SRR17241508_MAG23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_SRR17241508_MAG24	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016293915
AtH2023_SRR17241508_MAG25	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546925
AtH2023_SRR17241508_MAG26	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	VUNA01	VUNA01 sp002299625
AtH2023_SRR17241508_MAG27	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4334	UBA4334 sp016302435
AtH2023_SRR17241508_MAG28	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp004561775
AtH2023_SRR17241508_MAG29	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp945487035
AtH2023_SRR17241508_MAG30	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	
AtH2023_SRR17241508_MAG31	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1491	UMGS1491 sp934692675
AtH2023_SRR17241508_MAG32	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	CAG-95 sp017622575
AtH2023_SRR17241508_MAG33	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	HUN007	HUN007 sp945876405
AtH2023_SRR17241508_MAG34	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA11774	UBA11774 sp900556645
AtH2023_SRR17241508_MAG35	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Pararoseburia	Pararoseburia sp022768745
AtH2023_SRR17241508_MAG36	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp022772725
AtH2023_SRR17241508_MAG37	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bovis
AtH2023_SRR17241508_MAG38	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	RUG708	
AtH2023_SRR17241508_MAG22	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A sp900769095
AtH2023_SRR17241510_MAG01	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004552865
AtH2023_SRR17241510_MAG02	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A porcorum
AtH2023_SRR17241510_MAG03	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	VUNA01	VUNA01 sp002299625
AtH2023_SRR17241510_MAG04	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	RUG708	
AtH2023_SRR17241510_MAG05	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus sp016295545
AtH2023_SRR17241510_MAG06	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp004558025
AtH2023_SRR17241510_MAG07	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii
AtH2023_SRR17241510_MAG08	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900542355
AtH2023_SRR17241510_MAG09	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus
AtH2023_SRR17241510_MAG10	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp004561545
AtH2023_SRR17241510_MAG11	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sp945873855
AtH2023_SRR17241510_MAG12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CALZFJ01	CALZFJ01 sp945645715
AtH2023_SRR17241510_MAG13	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp945788545
AtH2023_SRR17241510_MAG14	Bacteria	Bacillota_A	Clostridia	UMGS1810	UMGS1810	NSJ-50	NSJ-50 sp022769845
AtH2023_SRR17241510_MAG15	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus	Limivicinus sp003150355
AtH2023_SRR17241510_MAG16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251365
AtH2023_SRR17241510_MAG17	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA1712	UBA1712 sp900766815
AtH2023_SRR17241510_MAG18	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp004551945
AtH2023_SRR17241510_MAG19	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004556005
AtH2023_SRR17241510_MAG20	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
AtH2023_SRR17241510_MAG21	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900543975
AtH2023_SRR17241510_MAG22	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus sp004560705
AtH2023_SRR17241510_MAG23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp004561775
AtH2023_SRR17241510_MAG24	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	UBA11524	
AtH2023_SRR17241510_MAG25	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004559845
AtH2023_SRR17241510_MAG26	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp945873775
AtH2023_SRR17241510_MAG27	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp004557655
AtH2023_SRR17241510_MAG28	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000433355
AtH2023_SRR17241510_MAG29	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	
AtH2023_SRR17241510_MAG30	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	UBA1436 sp900541355
AtH2023_SRR17241510_MAG31	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp000435055
AtH2023_SRR17241510_MAG33	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella sp004557855
AtH2023_SRR17241510_MAG34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546925
AtH2023_SRR17241510_MAG35	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp900769985
AtH2023_SRR17241510_MAG36	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp022772725
AtH2023_SRR17241510_MAG37	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016293005
AtH2023_SRR17241510_MAG38	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia intestinalis
AtH2023_SRR17241510_MAG39	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	RGIG3159	
AtH2023_SRR17241510_MAG40	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000432655
AtH2023_SRR17241510_MAG41	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Onthomonas	Onthomonas sp900545815
AtH2023_SRR17241510_MAG42	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
AtH2023_SRR17241510_MAG32	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp022768985
AtH2023_SRR17241519_MAG01	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	SFHK01	SFHK01 sp004556395
AtH2023_SRR17241519_MAG02	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp900317855
AtH2023_SRR17241519_MAG03	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella porci
AtH2023_SRR17241519_MAG04	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	UBA1436 sp002329395
